h_nb_victories,h_nb_draws,h_nb_defeats,h_nb_points,h_nb_goals_scored,h_nb_goals_conceded,h_nb_goals_diff,h_nb_games,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_points_home,h_nb_goals_scored_home,h_nb_goals_conceded_home,h_diff_goals_home,h_last_n_games_points_home,h_last_n_games_victories_home,h_last_n_games_draws_home,h_last_n_games_defeats_home,h_mean_nb_goals_scored_home,h_mean_nb_goals_conceded_home,h_season_wages,a_nb_victories,a_nb_draws,a_nb_defeats,a_nb_points,a_nb_goals_scored,a_nb_goals_conceded,a_nb_goals_diff,a_nb_games,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_points_away,a_nb_goals_scored_away,a_nb_goals_conceded_away,a_diff_goals_away,a_last_n_games_points_away,a_last_n_games_victories_away,a_last_n_games_draws_away,a_last_n_games_defeats_away,a_mean_nb_goals_scored_away,a_mean_nb_goals_conceded_away,a_season_wages,diff_nb_victories,diff_nb_draws,diff_nb_defeats,diff_nb_points,diff_nb_goals_diff,diff_season_wages,Month,Week,distance_km,capacity_home_stadium,home_win,id
6.0,4.0,3.0,22.0,22.0,17.0,5.0,13.0,6.0,3.0,2.0,1.0,11.0,8.0,5.0,3.0,7.0,2.0,1.0,0.0,1.33333333333,0.833333333333,215.0,6.0,6.0,1.0,24.0,21.0,13.0,8.0,13.0,6.0,2.0,3.0,1.0,9.0,8.0,7.0,1.0,4.0,1.0,1.0,1.0,1.33333333333,1.16666666667,69.0,0.0,-2.0,2.0,-2.0,-3.0,146.0,12,49,4298.76991565,75811.0,0,E0_2013_2014_134
3.0,6.0,4.0,15.0,15.0,16.0,-1.0,13.0,6.0,2.0,2.0,2.0,8.0,8.0,6.0,2.0,5.0,1.0,2.0,0.0,1.33333333333,1.0,65.0,8.0,1.0,4.0,25.0,37.0,12.0,25.0,13.0,6.0,1.0,1.0,4.0,4.0,8.0,10.0,-2.0,3.0,1.0,0.0,2.0,1.33333333333,1.66666666667,205.0,-5.0,5.0,0.0,-10.0,-26.0,-140.0,12,49,6336.446824,27877.0,0,E0_2013_2014_139
4.0,3.0,6.0,15.0,17.0,19.0,-2.0,13.0,6.0,1.0,3.0,2.0,6.0,11.0,11.0,0.0,5.0,1.0,2.0,0.0,1.83333333333,1.83333333333,63.0,7.0,2.0,4.0,23.0,19.0,18.0,1.0,13.0,6.0,3.0,0.0,3.0,9.0,8.0,11.0,-3.0,6.0,2.0,0.0,1.0,1.33333333333,1.83333333333,78.0,-3.0,1.0,2.0,-8.0,-3.0,-15.0,12,49,18768.588534,20520.0,1,E0_2013_2014_138
3.0,4.0,6.0,13.0,12.0,18.0,-6.0,13.0,6.0,2.0,3.0,1.0,9.0,5.0,3.0,2.0,5.0,1.0,2.0,0.0,0.833333333333,0.5,61.0,3.0,4.0,6.0,13.0,11.0,20.0,-9.0,13.0,6.0,1.0,2.0,3.0,5.0,4.0,10.0,-6.0,1.0,0.0,1.0,2.0,0.666666666667,1.66666666667,53.0,0.0,0.0,0.0,0.0,3.0,8.0,12,49,8645.79000397,27740.0,0,E0_2013_2014_136
7.0,3.0,3.0,24.0,25.0,16.0,9.0,13.0,6.0,5.0,0.0,1.0,15.0,13.0,3.0,10.0,9.0,3.0,0.0,0.0,2.16666666667,0.5,144.0,4.0,2.0,7.0,14.0,11.0,23.0,-12.0,13.0,6.0,1.0,0.0,5.0,3.0,3.0,16.0,-13.0,0.0,0.0,0.0,3.0,0.5,2.66666666667,54.0,3.0,1.0,-4.0,10.0,21.0,90.0,12,49,12081.9275505,45276.0,1,E0_2013_2014_133
6.0,4.0,3.0,22.0,16.0,10.0,6.0,13.0,6.0,4.0,2.0,0.0,14.0,11.0,2.0,9.0,9.0,3.0,0.0,0.0,1.83333333333,0.333333333333,63.0,4.0,4.0,5.0,16.0,13.0,14.0,-1.0,13.0,6.0,2.0,3.0,1.0,9.0,7.0,5.0,2.0,3.0,0.0,3.0,0.0,1.16666666667,0.833333333333,69.0,2.0,0.0,-2.0,6.0,7.0,-6.0,12,49,9834.69489324,32689.0,0,E0_2013_2014_135
3.0,1.0,9.0,10.0,11.0,24.0,-13.0,13.0,6.0,1.0,1.0,4.0,4.0,6.0,11.0,-5.0,3.0,1.0,0.0,2.0,1.0,1.83333333333,69.0,6.0,3.0,4.0,21.0,11.0,14.0,-3.0,13.0,6.0,3.0,1.0,2.0,10.0,4.0,7.0,-3.0,4.0,1.0,1.0,1.0,0.666666666667,1.16666666667,100.0,-3.0,-2.0,5.0,-11.0,-10.0,-31.0,12,49,865.43970447,25700.0,0,E0_2013_2014_132
10.0,1.0,2.0,31.0,27.0,10.0,17.0,13.0,6.0,5.0,0.0,1.0,15.0,13.0,5.0,8.0,9.0,3.0,0.0,0.0,2.16666666667,0.833333333333,166.0,5.0,2.0,6.0,17.0,12.0,16.0,-4.0,13.0,6.0,1.0,0.0,5.0,3.0,5.0,13.0,-8.0,0.0,0.0,0.0,3.0,0.833333333333,2.16666666667,43.0,5.0,-1.0,-4.0,14.0,21.0,123.0,12,49,13891.3758563,60361.0,1,E0_2013_2014_131
3.0,1.0,10.0,10.0,8.0,22.0,-14.0,14.0,7.0,2.0,1.0,4.0,7.0,5.0,10.0,-5.0,4.0,1.0,1.0,1.0,0.714285714286,1.42857142857,90.0,3.0,5.0,6.0,14.0,11.0,20.0,-9.0,14.0,7.0,1.0,3.0,3.0,6.0,4.0,10.0,-6.0,2.0,0.0,2.0,1.0,0.571428571429,1.42857142857,53.0,0.0,-4.0,4.0,-4.0,-5.0,37.0,12,49,5105.62798986,26309.0,1,E0_2013_2014_140
8.0,3.0,3.0,27.0,30.0,17.0,13.0,14.0,7.0,6.0,0.0,1.0,18.0,18.0,4.0,14.0,9.0,3.0,0.0,0.0,2.57142857143,0.571428571429,144.0,3.0,4.0,7.0,13.0,12.0,15.0,-3.0,14.0,7.0,1.0,3.0,3.0,6.0,4.0,5.0,-1.0,1.0,0.0,1.0,2.0,0.571428571429,0.714285714286,64.0,5.0,-1.0,-4.0,14.0,16.0,80.0,12,49,8239.69136728,45276.0,1,E0_2013_2014_141
6.0,4.0,4.0,22.0,22.0,18.0,4.0,14.0,7.0,3.0,2.0,2.0,11.0,8.0,6.0,2.0,6.0,2.0,0.0,1.0,1.14285714286,0.857142857143,215.0,7.0,2.0,5.0,23.0,19.0,21.0,-2.0,14.0,7.0,3.0,0.0,4.0,9.0,8.0,14.0,-6.0,3.0,1.0,0.0,2.0,1.14285714286,2.0,78.0,-1.0,2.0,-1.0,-1.0,6.0,137.0,12,49,9639.3243147,75811.0,0,E0_2013_2014_142
6.0,4.0,4.0,22.0,18.0,13.0,5.0,14.0,7.0,4.0,2.0,1.0,14.0,13.0,5.0,8.0,6.0,2.0,0.0,1.0,1.85714285714,0.714285714286,63.0,9.0,1.0,4.0,28.0,40.0,14.0,26.0,14.0,7.0,2.0,1.0,4.0,7.0,11.0,12.0,-1.0,3.0,1.0,0.0,2.0,1.57142857143,1.71428571429,205.0,-3.0,3.0,0.0,-6.0,-21.0,-142.0,12,49,14084.1803618,32689.0,0,E0_2013_2014_143
3.0,5.0,6.0,14.0,12.0,18.0,-6.0,14.0,7.0,2.0,4.0,1.0,10.0,5.0,3.0,2.0,5.0,1.0,2.0,0.0,0.714285714286,0.428571428571,61.0,9.0,3.0,2.0,30.0,28.0,14.0,14.0,14.0,7.0,3.0,2.0,2.0,11.0,11.0,8.0,3.0,6.0,2.0,0.0,1.0,1.57142857143,1.14285714286,192.0,-6.0,2.0,4.0,-16.0,-20.0,-131.0,12,49,6606.59652001,27740.0,1,E0_2013_2014_144
2.0,2.0,10.0,8.0,11.0,28.0,-17.0,14.0,7.0,2.0,0.0,5.0,6.0,9.0,14.0,-5.0,6.0,2.0,0.0,1.0,1.28571428571,2.0,70.0,7.0,3.0,4.0,24.0,13.0,15.0,-2.0,14.0,7.0,4.0,1.0,2.0,13.0,6.0,8.0,-2.0,4.0,1.0,1.0,1.0,0.857142857143,1.14285714286,100.0,-5.0,-1.0,6.0,-16.0,-15.0,-30.0,12,49,18576.9787329,48707.0,0,E0_2013_2014_145
3.0,6.0,5.0,15.0,17.0,19.0,-2.0,14.0,7.0,2.0,2.0,3.0,8.0,10.0,9.0,1.0,4.0,1.0,1.0,1.0,1.42857142857,1.28571428571,65.0,4.0,2.0,8.0,14.0,12.0,28.0,-16.0,14.0,7.0,1.0,0.0,6.0,3.0,4.0,21.0,-17.0,0.0,0.0,0.0,3.0,0.571428571429,3.0,54.0,-1.0,4.0,-3.0,1.0,14.0,11.0,12,49,9269.40972395,27877.0,0,E0_2013_2014_146
3.0,1.0,10.0,10.0,12.0,26.0,-14.0,14.0,7.0,1.0,1.0,5.0,4.0,7.0,13.0,-6.0,0.0,0.0,0.0,3.0,1.0,1.85714285714,69.0,5.0,4.0,5.0,19.0,16.0,16.0,0.0,14.0,7.0,3.0,3.0,1.0,12.0,10.0,7.0,3.0,5.0,1.0,2.0,0.0,1.42857142857,1.0,69.0,-2.0,-3.0,5.0,-9.0,-14.0,0.0,12,49,4586.81371232,25700.0,1,E0_2013_2014_148
11.0,1.0,2.0,34.0,29.0,10.0,19.0,14.0,7.0,6.0,0.0,1.0,18.0,15.0,5.0,10.0,9.0,3.0,0.0,0.0,2.14285714286,0.714285714286,166.0,7.0,6.0,1.0,27.0,22.0,13.0,9.0,14.0,7.0,3.0,3.0,1.0,12.0,9.0,7.0,2.0,7.0,2.0,1.0,0.0,1.28571428571,1.0,69.0,4.0,-5.0,1.0,7.0,10.0,97.0,12,49,8491.07085483,60361.0,0,E0_2013_2014_147
5.0,3.0,6.0,18.0,20.0,19.0,1.0,14.0,7.0,2.0,3.0,2.0,9.0,14.0,11.0,3.0,5.0,1.0,2.0,0.0,2.0,1.57142857143,63.0,5.0,2.0,7.0,17.0,12.0,18.0,-6.0,14.0,7.0,1.0,0.0,6.0,3.0,5.0,15.0,-10.0,0.0,0.0,0.0,3.0,0.714285714286,2.14285714286,43.0,0.0,1.0,-1.0,1.0,7.0,20.0,12,50,11035.7272665,20520.0,0,E0_2013_2014_149
3.0,5.0,7.0,14.0,11.0,22.0,-11.0,15.0,7.0,2.0,2.0,3.0,8.0,7.0,10.0,-3.0,4.0,1.0,1.0,1.0,1.0,1.42857142857,53.0,3.0,6.0,6.0,15.0,17.0,21.0,-4.0,15.0,7.0,1.0,4.0,2.0,7.0,7.0,10.0,-3.0,1.0,0.0,1.0,2.0,1.0,1.42857142857,65.0,0.0,-1.0,1.0,-1.0,-7.0,-12.0,12,50,5425.56248567,26828.0,1,E0_2013_2014_150
9.0,3.0,3.0,30.0,30.0,17.0,13.0,15.0,7.0,6.0,1.0,0.0,19.0,17.0,6.0,11.0,7.0,2.0,1.0,0.0,2.42857142857,0.857142857143,192.0,4.0,1.0,10.0,13.0,10.0,22.0,-12.0,15.0,7.0,1.0,0.0,6.0,3.0,3.0,12.0,-9.0,3.0,1.0,0.0,2.0,0.428571428571,1.71428571429,90.0,5.0,2.0,-7.0,17.0,25.0,102.0,12,50,590.334746648,42449.0,1,E0_2013_2014_151
7.0,7.0,1.0,28.0,23.0,14.0,9.0,15.0,7.0,4.0,3.0,0.0,15.0,13.0,6.0,7.0,5.0,1.0,2.0,0.0,1.85714285714,0.857142857143,69.0,4.0,1.0,10.0,13.0,14.0,26.0,-12.0,15.0,7.0,2.0,0.0,5.0,6.0,5.0,13.0,-8.0,0.0,0.0,0.0,3.0,0.714285714286,1.85714285714,69.0,3.0,6.0,-9.0,15.0,21.0,0.0,12,50,8092.52871681,40157.0,1,E0_2013_2014_152
5.0,3.0,7.0,18.0,13.0,19.0,-6.0,15.0,7.0,4.0,2.0,1.0,14.0,7.0,3.0,4.0,6.0,2.0,0.0,1.0,1.0,0.428571428571,43.0,4.0,5.0,6.0,17.0,15.0,20.0,-5.0,15.0,7.0,1.0,1.0,5.0,4.0,7.0,15.0,-8.0,1.0,0.0,1.0,2.0,1.0,2.14285714286,61.0,1.0,-2.0,1.0,1.0,-1.0,-18.0,12,50,12200.8666616,25404.0,0,E0_2013_2014_153
9.0,2.0,4.0,29.0,41.0,15.0,26.0,15.0,7.0,7.0,0.0,0.0,21.0,29.0,2.0,27.0,9.0,3.0,0.0,0.0,4.14285714286,0.285714285714,205.0,11.0,2.0,2.0,35.0,30.0,11.0,19.0,15.0,7.0,5.0,1.0,1.0,16.0,14.0,5.0,9.0,6.0,2.0,0.0,1.0,2.0,0.714285714286,166.0,-2.0,0.0,2.0,-6.0,7.0,39.0,12,50,9593.89698579,47405.0,1,E0_2013_2014_154
3.0,4.0,8.0,13.0,13.0,19.0,-6.0,15.0,7.0,2.0,1.0,4.0,7.0,8.0,10.0,-2.0,4.0,1.0,1.0,1.0,1.14285714286,1.42857142857,64.0,2.0,2.0,11.0,8.0,12.0,30.0,-18.0,15.0,7.0,0.0,2.0,5.0,2.0,2.0,14.0,-12.0,1.0,0.0,1.0,2.0,0.285714285714,2.0,70.0,1.0,2.0,-3.0,5.0,12.0,-6.0,12,50,18093.0480069,35303.0,0,E0_2013_2014_156
8.0,2.0,5.0,26.0,20.0,21.0,-1.0,15.0,7.0,4.0,2.0,1.0,14.0,11.0,7.0,4.0,9.0,3.0,0.0,0.0,1.57142857143,1.0,78.0,6.0,5.0,4.0,23.0,19.0,14.0,5.0,15.0,7.0,2.0,2.0,3.0,8.0,5.0,8.0,-3.0,1.0,0.0,1.0,2.0,0.714285714286,1.14285714286,63.0,2.0,-3.0,1.0,3.0,-6.0,15.0,12,50,14101.5773564,52409.0,0,E0_2013_2014_155
8.0,3.0,4.0,27.0,15.0,16.0,-1.0,15.0,7.0,3.0,2.0,2.0,11.0,7.0,7.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,100.0,9.0,3.0,3.0,30.0,34.0,18.0,16.0,15.0,7.0,2.0,3.0,2.0,9.0,12.0,13.0,-1.0,1.0,0.0,1.0,2.0,1.71428571429,1.85714285714,144.0,-1.0,0.0,1.0,-3.0,-17.0,-44.0,12,50,8720.15409563,36230.0,0,E0_2013_2014_159
5.0,2.0,8.0,17.0,14.0,28.0,-14.0,15.0,7.0,3.0,2.0,2.0,11.0,8.0,7.0,1.0,7.0,2.0,1.0,0.0,1.14285714286,1.0,54.0,5.0,4.0,6.0,19.0,21.0,20.0,1.0,15.0,7.0,3.0,0.0,4.0,9.0,6.0,8.0,-2.0,3.0,1.0,0.0,2.0,0.857142857143,1.14285714286,63.0,0.0,-2.0,2.0,-2.0,-15.0,-9.0,12,50,5711.29892055,27010.0,0,E0_2013_2014_158
5.0,4.0,6.0,19.0,16.0,18.0,-2.0,15.0,7.0,2.0,1.0,4.0,7.0,6.0,9.0,-3.0,4.0,1.0,1.0,1.0,0.857142857143,1.28571428571,69.0,6.0,4.0,5.0,22.0,22.0,19.0,3.0,15.0,7.0,3.0,2.0,2.0,11.0,14.0,12.0,2.0,5.0,1.0,2.0,0.0,2.0,1.71428571429,215.0,-1.0,0.0,1.0,-3.0,-5.0,-146.0,12,50,6465.47259185,42785.0,0,E0_2013_2014_157
4.0,1.0,11.0,13.0,11.0,24.0,-13.0,16.0,8.0,3.0,1.0,4.0,10.0,7.0,10.0,-3.0,7.0,2.0,1.0,0.0,0.875,1.25,90.0,8.0,3.0,5.0,27.0,21.0,22.0,-1.0,16.0,8.0,4.0,0.0,4.0,12.0,9.0,14.0,-5.0,6.0,2.0,0.0,1.0,1.125,1.75,78.0,-4.0,-2.0,6.0,-14.0,-12.0,12.0,12,51,17225.4093347,26309.0,0,E0_2013_2014_160
4.0,1.0,11.0,13.0,15.0,30.0,-15.0,16.0,8.0,2.0,1.0,5.0,7.0,9.0,13.0,-4.0,3.0,1.0,0.0,2.0,1.125,1.625,69.0,10.0,2.0,4.0,32.0,47.0,18.0,29.0,16.0,8.0,2.0,2.0,4.0,8.0,12.0,13.0,-1.0,4.0,1.0,1.0,1.0,1.5,1.625,205.0,-6.0,-1.0,7.0,-19.0,-44.0,-136.0,12,51,9568.59344206,25700.0,0,E0_2013_2014_161
10.0,3.0,3.0,33.0,39.0,18.0,21.0,16.0,8.0,7.0,0.0,1.0,21.0,22.0,5.0,17.0,9.0,3.0,0.0,0.0,2.75,0.625,144.0,4.0,5.0,7.0,17.0,12.0,22.0,-10.0,16.0,8.0,1.0,3.0,4.0,6.0,4.0,12.0,-8.0,1.0,0.0,1.0,2.0,0.5,1.5,53.0,6.0,-2.0,-4.0,16.0,31.0,91.0,12,51,12403.4416504,45276.0,1,E0_2013_2014_162
7.0,4.0,5.0,25.0,25.0,19.0,6.0,16.0,8.0,3.0,2.0,3.0,11.0,8.0,7.0,1.0,3.0,1.0,0.0,2.0,1.0,0.875,215.0,3.0,5.0,8.0,14.0,13.0,19.0,-6.0,16.0,8.0,1.0,3.0,4.0,6.0,5.0,9.0,-4.0,0.0,0.0,0.0,3.0,0.625,1.125,64.0,4.0,-1.0,-3.0,11.0,12.0,151.0,12,51,9030.57865646,75811.0,1,E0_2013_2014_163
4.0,6.0,6.0,18.0,15.0,20.0,-5.0,16.0,8.0,3.0,4.0,1.0,13.0,8.0,5.0,3.0,7.0,2.0,1.0,0.0,1.0,0.625,61.0,5.0,4.0,7.0,19.0,16.0,21.0,-5.0,16.0,8.0,3.0,3.0,2.0,12.0,10.0,9.0,1.0,4.0,1.0,1.0,1.0,1.25,1.125,69.0,-1.0,2.0,-1.0,-1.0,0.0,-8.0,12,51,3368.29326973,27740.0,1,E0_2013_2014_164
2.0,3.0,11.0,9.0,12.0,30.0,-18.0,16.0,8.0,2.0,0.0,6.0,6.0,10.0,16.0,-6.0,3.0,1.0,0.0,2.0,1.25,2.0,70.0,5.0,3.0,8.0,18.0,15.0,29.0,-14.0,16.0,8.0,2.0,0.0,6.0,6.0,6.0,21.0,-15.0,3.0,1.0,0.0,2.0,0.75,2.625,54.0,-3.0,0.0,3.0,-9.0,-4.0,16.0,12,51,15370.9136655,48707.0,0,E0_2013_2014_165
3.0,6.0,7.0,15.0,17.0,22.0,-5.0,16.0,8.0,2.0,2.0,4.0,8.0,10.0,11.0,-1.0,1.0,0.0,1.0,2.0,1.25,1.375,65.0,5.0,4.0,7.0,19.0,13.0,19.0,-6.0,16.0,8.0,1.0,1.0,6.0,4.0,6.0,16.0,-10.0,1.0,0.0,1.0,2.0,0.75,2.0,43.0,-2.0,2.0,0.0,-4.0,1.0,22.0,12,51,11782.1857685,27877.0,0,E0_2013_2014_166
6.0,6.0,4.0,24.0,20.0,15.0,5.0,16.0,8.0,4.0,3.0,1.0,15.0,14.0,6.0,8.0,4.0,1.0,1.0,1.0,1.75,0.75,63.0,8.0,3.0,5.0,27.0,15.0,21.0,-6.0,16.0,8.0,5.0,1.0,2.0,16.0,8.0,9.0,-1.0,6.0,2.0,0.0,1.0,1.0,1.125,100.0,-2.0,3.0,-1.0,-3.0,11.0,-37.0,12,51,5695.40138478,32689.0,0,E0_2013_2014_167
5.0,5.0,6.0,20.0,22.0,21.0,1.0,16.0,8.0,2.0,4.0,2.0,10.0,15.0,12.0,3.0,5.0,1.0,2.0,0.0,1.875,1.5,63.0,8.0,7.0,1.0,31.0,27.0,15.0,12.0,16.0,8.0,3.0,4.0,1.0,13.0,10.0,8.0,2.0,5.0,1.0,2.0,0.0,1.25,1.0,69.0,-3.0,-2.0,5.0,-11.0,-11.0,-6.0,12,51,10904.90833,20520.0,0,E0_2013_2014_168
11.0,2.0,3.0,35.0,33.0,17.0,16.0,16.0,8.0,6.0,1.0,1.0,19.0,16.0,6.0,10.0,7.0,2.0,1.0,0.0,2.0,0.75,166.0,10.0,3.0,3.0,33.0,32.0,18.0,14.0,16.0,8.0,3.0,2.0,3.0,11.0,13.0,11.0,2.0,6.0,2.0,0.0,1.0,1.625,1.375,192.0,1.0,-1.0,0.0,2.0,2.0,-26.0,12,52,494.891742164,60361.0,0,E0_2013_2014_169
11.0,2.0,4.0,35.0,51.0,20.0,31.0,17.0,8.0,8.0,0.0,0.0,24.0,35.0,5.0,30.0,9.0,3.0,0.0,0.0,4.375,0.625,205.0,11.0,3.0,3.0,36.0,42.0,19.0,23.0,17.0,8.0,3.0,3.0,2.0,12.0,17.0,13.0,4.0,4.0,1.0,1.0,1.0,2.125,1.625,144.0,0.0,-1.0,1.0,-1.0,8.0,61.0,12,52,4849.897847,47405.0,1,E0_2013_2014_175
5.0,4.0,8.0,19.0,15.0,29.0,-14.0,17.0,8.0,3.0,3.0,2.0,12.0,9.0,8.0,1.0,7.0,2.0,1.0,0.0,1.125,1.0,54.0,4.0,1.0,12.0,13.0,17.0,34.0,-17.0,17.0,8.0,2.0,0.0,6.0,6.0,6.0,17.0,-11.0,0.0,0.0,0.0,3.0,0.75,2.125,69.0,1.0,3.0,-4.0,6.0,3.0,-15.0,12,52,5490.77390823,27010.0,0,E0_2013_2014_177
9.0,3.0,5.0,30.0,24.0,22.0,2.0,17.0,8.0,4.0,3.0,1.0,15.0,12.0,8.0,4.0,7.0,2.0,1.0,0.0,1.5,1.0,78.0,5.0,6.0,6.0,21.0,17.0,21.0,-4.0,17.0,8.0,1.0,2.0,5.0,5.0,7.0,15.0,-8.0,2.0,0.0,2.0,1.0,0.875,1.875,61.0,4.0,-3.0,-1.0,9.0,6.0,17.0,12,52,12662.8012234,52409.0,1,E0_2013_2014_176
5.0,5.0,7.0,20.0,14.0,20.0,-6.0,17.0,8.0,4.0,3.0,1.0,15.0,7.0,3.0,4.0,4.0,1.0,1.0,1.0,0.875,0.375,43.0,8.0,4.0,5.0,28.0,28.0,20.0,8.0,17.0,8.0,4.0,2.0,2.0,14.0,17.0,12.0,5.0,5.0,1.0,2.0,0.0,2.125,1.5,215.0,-3.0,1.0,2.0,-8.0,-14.0,-172.0,12,52,11993.8854747,25404.0,0,E0_2013_2014_174
9.0,3.0,5.0,30.0,18.0,23.0,-5.0,17.0,8.0,3.0,2.0,3.0,11.0,7.0,12.0,-5.0,1.0,0.0,1.0,2.0,0.875,1.5,100.0,3.0,7.0,7.0,16.0,18.0,23.0,-5.0,17.0,8.0,1.0,4.0,3.0,7.0,7.0,11.0,-4.0,1.0,0.0,1.0,2.0,0.875,1.375,65.0,6.0,-4.0,-2.0,14.0,0.0,35.0,12,52,4023.2007459,36230.0,0,E0_2013_2014_178
10.0,4.0,3.0,34.0,32.0,18.0,14.0,17.0,8.0,7.0,1.0,0.0,22.0,19.0,7.0,12.0,7.0,2.0,1.0,0.0,2.375,0.875,192.0,5.0,5.0,7.0,20.0,23.0,23.0,0.0,17.0,8.0,3.0,1.0,4.0,10.0,7.0,9.0,-2.0,4.0,1.0,1.0,1.0,0.875,1.125,63.0,5.0,-1.0,-4.0,14.0,14.0,129.0,12,52,3348.94452809,42449.0,1,E0_2013_2014_172
4.0,5.0,8.0,17.0,13.0,25.0,-12.0,17.0,8.0,3.0,2.0,3.0,11.0,8.0,10.0,-2.0,4.0,1.0,1.0,1.0,1.0,1.25,53.0,6.0,6.0,5.0,24.0,22.0,18.0,4.0,17.0,8.0,2.0,3.0,3.0,9.0,6.0,9.0,-3.0,1.0,0.0,1.0,2.0,0.75,1.125,63.0,-2.0,-1.0,3.0,-7.0,-16.0,-10.0,12,52,6742.48439627,26828.0,0,E0_2013_2014_171
5.0,4.0,8.0,19.0,17.0,23.0,-6.0,17.0,8.0,2.0,1.0,5.0,7.0,6.0,12.0,-6.0,4.0,1.0,1.0,1.0,0.75,1.5,69.0,4.0,1.0,12.0,13.0,11.0,27.0,-16.0,17.0,8.0,1.0,0.0,7.0,3.0,4.0,14.0,-10.0,3.0,1.0,0.0,2.0,0.5,1.75,90.0,1.0,3.0,-4.0,6.0,10.0,-21.0,12,52,4427.80826473,42785.0,0,E0_2013_2014_170
9.0,7.0,1.0,34.0,29.0,16.0,13.0,17.0,8.0,5.0,3.0,0.0,18.0,17.0,7.0,10.0,7.0,2.0,1.0,0.0,2.125,0.875,69.0,2.0,4.0,11.0,10.0,12.0,30.0,-18.0,17.0,8.0,0.0,3.0,5.0,3.0,2.0,14.0,-12.0,2.0,0.0,2.0,1.0,0.25,1.75,70.0,7.0,3.0,-10.0,24.0,31.0,-1.0,12,52,9808.25274631,40157.0,0,E0_2013_2014_173
3.0,5.0,9.0,14.0,14.0,22.0,-8.0,17.0,8.0,2.0,2.0,4.0,8.0,8.0,10.0,-2.0,4.0,1.0,1.0,1.0,1.0,1.25,64.0,11.0,3.0,3.0,36.0,33.0,17.0,16.0,17.0,8.0,5.0,1.0,2.0,16.0,17.0,11.0,6.0,3.0,1.0,0.0,2.0,2.125,1.375,166.0,-8.0,2.0,6.0,-22.0,-24.0,-102.0,12,52,308.979021446,35303.0,0,E0_2013_2014_179
3.0,5.0,10.0,14.0,15.0,25.0,-10.0,18.0,9.0,2.0,2.0,5.0,8.0,9.0,13.0,-4.0,4.0,1.0,1.0,1.0,1.0,1.44444444444,64.0,3.0,8.0,7.0,17.0,19.0,24.0,-5.0,18.0,9.0,1.0,5.0,3.0,8.0,8.0,12.0,-4.0,1.0,0.0,1.0,2.0,0.888888888889,1.33333333333,65.0,0.0,-3.0,3.0,-3.0,-5.0,-1.0,12,52,3833.43864507,35303.0,0,E0_2013_2014_185
12.0,2.0,4.0,38.0,53.0,21.0,32.0,18.0,9.0,9.0,0.0,0.0,27.0,37.0,6.0,31.0,9.0,3.0,0.0,0.0,4.11111111111,0.666666666667,205.0,5.0,1.0,12.0,16.0,12.0,27.0,-15.0,18.0,9.0,2.0,0.0,7.0,6.0,5.0,14.0,-9.0,3.0,1.0,0.0,2.0,0.555555555556,1.55555555556,90.0,7.0,1.0,-8.0,22.0,47.0,115.0,12,52,9047.3028073,47405.0,1,E0_2013_2014_183
5.0,4.0,9.0,19.0,16.0,31.0,-15.0,18.0,9.0,3.0,3.0,3.0,12.0,10.0,10.0,0.0,4.0,1.0,1.0,1.0,1.11111111111,1.11111111111,54.0,9.0,4.0,5.0,31.0,31.0,22.0,9.0,18.0,9.0,5.0,2.0,2.0,17.0,20.0,14.0,6.0,7.0,2.0,1.0,0.0,2.22222222222,1.55555555556,215.0,-4.0,0.0,4.0,-12.0,-24.0,-161.0,12,52,14710.3689377,27010.0,0,E0_2013_2014_184
4.0,5.0,9.0,17.0,13.0,28.0,-15.0,18.0,9.0,3.0,2.0,4.0,11.0,8.0,13.0,-5.0,3.0,1.0,0.0,2.0,0.888888888889,1.44444444444,53.0,3.0,4.0,11.0,13.0,13.0,30.0,-17.0,18.0,9.0,1.0,3.0,5.0,6.0,3.0,14.0,-11.0,5.0,1.0,2.0,0.0,0.333333333333,1.55555555556,70.0,1.0,1.0,-2.0,4.0,2.0,-17.0,12,52,17571.221037,26828.0,0,E0_2013_2014_181
5.0,4.0,9.0,19.0,17.0,24.0,-7.0,18.0,9.0,2.0,1.0,6.0,7.0,6.0,13.0,-7.0,1.0,0.0,1.0,2.0,0.666666666667,1.44444444444,69.0,5.0,5.0,8.0,20.0,23.0,24.0,-1.0,18.0,9.0,3.0,1.0,5.0,10.0,7.0,10.0,-3.0,1.0,0.0,1.0,2.0,0.777777777778,1.11111111111,63.0,0.0,-1.0,1.0,-1.0,-6.0,6.0,12,52,3851.06398254,42785.0,0,E0_2013_2014_180
5.0,5.0,8.0,20.0,16.0,23.0,-7.0,18.0,9.0,4.0,3.0,2.0,15.0,9.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,0.666666666667,43.0,5.0,1.0,12.0,16.0,19.0,35.0,-16.0,18.0,9.0,3.0,0.0,6.0,9.0,8.0,18.0,-10.0,3.0,1.0,0.0,2.0,0.888888888889,2.0,69.0,0.0,4.0,-4.0,4.0,9.0,-26.0,12,52,14439.711076,25404.0,1,E0_2013_2014_182
